,Unnamed: 0,Album,Type of Album,Year of Release,Title,Duration(minutes:seconds),Lyrics,Positive,Negative,Neutral,Compound
84,84,This Is Us,Studio albums,2009-10-06 00:00:00,Undone,04:14:00,"Your words burn, they're melting
What we have, I'm breaking down
No reason, no warning, no love loss
You might as well

Take our pictures off the walls tonight
I don't wanna see you no more
I don't wanna feel you no more
Take our memories, throw them all aside
I hope you finally get what you want
Now you know

I didn't wanna live without you
I didn't wanna love without you
I used to think I'd die without you
Now it's killing me
That we can be undone

I can't feel without you
You know I can't deal without you
And now I got a life without you
Now it's killing me
That we can be undone

This constant echoing
In my head,
I'm spinning round
You seem so unaffected
While I go on in this hell

Take our pictures off the walls tonight
I don't wanna see you no more
I don't wanna feel you no more
Take our memories, throw them all aside
I hope you finally get what you want
Now you know

I didn't wanna live without you
I didn't wanna love without you
I used to think I'd die without you
Now it's killing me
That we can be undone

I can't feel without you
You know I can't deal without you
And now I got a life without you
And it's killing me
That we can be undone

We can be undone

You're talking now
And I'm hearin' everything that you say
And I'm holding on is a real phrase
And it's dragging me along to my grave
It's dragging me to my grave

You're talking now
And I'm hearin' everything that you say
And I'm holding on is a real phrase
And it's dragging me along to my grave
I didn't wanna live without you
I didn't wanna love without you
I used to think I'd die without you
Now it's killing me
That we can be undone
I can't feel without you, You know I can't deal without you
And now I got a life without you, and it's killing me
That we could be undone

I didn't wanna live without you
I didn't wanna love with you
I used to think I'd die without you
Now it's killing me
That we can be undone
I can't feel without you, You know I can't deal without you
And now I got a life without you, and it's killing me
That we could be undone",6.9,18.4,74.7,-99.48
85,85,In a World Like This,Studio albums,2013-07-30 00:00:00,In a World like This,03:40:00,"You've got me wide open, wide open
Now I'm yours
You found me heartbroken, heartbroken
On the floor
Became my salvation, salvation
Through the war, yeah
You got me wide open, wide open
Now I'm sure

In a world like this where some back down
I, I, know we're gonna make it
In a time like this where love comes 'round
I, I, know we gotta take it
In a world like this where people fall apart
In a time like this where nothing comes from the heart
In a world like this, I've got you

And now I'm free falling, free falling
In your eyes
You got me still calling, still calling
No surprise
I never knew I could love 'til the
End of time, yeah
And now I'm free falling, free falling
By your side

In a world like this where some back down
I, I, know we're gonna make it
In a time like this where love comes 'round
I, I, know we gotta take it
In a world like this where people fall apart
In a time like this where nothing comes from the heart
In a world like this, I've got you

Ah, yeah
Ah, In a world like this

You got me wide open, wide open, yeah
And now I'm free falling, free falling
Hey, yeah, yeah
Yeah yeah yeah
In a world like, in a world like
'Cause I got you in a world like this

In a world like this where some back down
I, I, know we're gonna make it
In a time like this where love comes 'round
I, I, know we gotta take it
In a world like this where people fall apart
In a time like this where nothing comes from the heart
In a world like this, I've got you",29.8,6.7,63.5,99.74
86,86,In a World Like This,Studio albums,2013-07-30 00:00:00,Permanent Stain,03:55:00,"Out of the rain, looking for sunshine
I call your name, but you're like a ghost
I let you disappear, should've never let you go
I want to say just for the record
That you still got my heart and my soul
You know we're worlds apart
Yeah, I've got to let you know
You are the piece I can't replace, oh
You left a mark that won't erase, no

No one else can teach me how to love again
'Cause you left a permanent stain on my heart and I've been feeling it
Nevermind what people say 'cause they don't understand
How you left a permanent stain on my heart and I've been feeling it

Some try to break through the walls
...But they don't compare to you
One chance, I swear I'll never let you go
You are the piece I can't replace, oh
You left a mark that won't erase, no

No one else can teach me how to love again
'Cause you left a permanent stain on my heart and I've been feeling it
Nevermind what people say 'cause they don't understand
How you left a permanent stain on my heart and I've been feeling it

Ooh ooh ooh ooh
You left a permanent stain on my heart and I've been feeling it

One should... with time
Never gonna fade, one can touch the flame and tame the fire
You are the piece I can't replace, oh
You left a mark that won't erase, no

No one else can teach me how to love again
'Cause you left a permanent stain on my heart and I've been feeling it
Nevermind what people say 'cause they don't understand
How you left a permanent stain on my heart and I've been feeling it

Ooh ooh ooh ooh
You left a permanent stain on my heart and I've been feeling it
Ooh ooh ooh ooh
You left a permanent stain on my heart and I've been feeling it",16.9,2.8,80.4,99.21
87,87,In a World Like This,Studio albums,2013-07-30 00:00:00,Breathe,03:50:00,"We're not over

Roses you left me slowly fading to grey
Your coat on the chair and the scent of your hair I miss
The clock on the wall it reminds me of all the better times
When we walked in the park and we whispered in the dark
And we laughed and cried

And I never knew alone, wherever you are is home

Without your lips on mine, no, the sun doesn't shine
And, no, I can't breathe, I can't breathe
Your words are a symphony, music that sings to me,
No, I can't breathe
I can't Breathe
I can't Breathe

Ooh, I walked by the store where we sat on the floor and we ate like kings
And someone said hey, we're locking the door, no time to play

And I never knew alone, wherever you are is home

Without your lips on mine, no, the sun doesn't shine
And, no, I can't breathe, I can't breathe
Your words are a symphony, music that sings to me,
No, I can't breathe
I can't Breathe
I can't Breathe

We're not over
We're not over

Without your lips on mine, no, the sun doesn't shine
And no, I can't...
You know I can't Breathe

Without your lips on mine, no, the sun doesn't shine
And no, I can't breathe, I can't breathe
Your words are a symphony, music that sings to me no I can't breathe
I can't Breathe
I can't Breathe
(We're not, We're not over)
I can't Breathe
I can't Breathe
(Don't say it's over, don't say it's over)
No",5.9,12.5,81.6,-92.34
88,88,In a World Like This,Studio albums,2013-07-30 00:00:00,Madeleine,04:05:00,"Madeleine
What's up with those tears in your eyes
What happened when you shut down,
And all the amber lights turned into red
In the silence of your cave, you feel safe
You decorate it with velvet drapes
Outside you see the dark woods
But you don't know there's fields of gold ahead

Hold on, don't let go
Hold on, you'll know
Help is on its way

Rise up, rise up, rise up, Madeleine
The sun will come out again
Rise up, rise up, rise up, Madeleine
The summer will come and
Kiss you with honesty
Love you unconditionally
Trust you and let you breathe
Give you back your dignity
So rise up, rise up, rise up little girl
'Cause only you can Madeleine

Oh Madeleine

Remember when we used to sit and watch from the bridge
And wonder where the ships would go
Who was on and what they would find out
You wrote it in a notebook
And said someday that this would be a story to tell
And you'd put it in a movie, maybe be the movie star
Something stole your tears and wiped your smile away

Hold on, don't let go
Hold on and you'll know
Help is on its way

Rise up, rise up, rise up, Madeleine
The sun will come out again
Rise up, rise up, rise up, Madeleine
The summer will come and
Kiss you with honesty
Love you unconditionally
Trust you and let you breathe
Give you back your dignity
So rise up, rise up, rise up little girl
'Cause only you can Madeleine

Let the sunshine warm your heart today
So rise up, rise up, rise up, Madeleine

Rise up, rise up, rise up, Madeleine
The sun will come out again
Rise up, rise up, rise up, Madeleine
The summer will come and
Kiss you with honesty
Love you unconditionally
Trust you and let you breathe
Give you back your dignity
So rise up, rise up, rise up little girl
'Cause only you can Madeleine

Oh Madeleine
Oh Madeleine",21,0.9,78,99.8
89,89,In a World Like This,Studio albums,2013-07-30 00:00:00,Show 'Em (What You're Made Of),03:44:00,"I've seen it all a thousand times
Falling down, I'm still alive, Am I? Am I?
So hard to breathe when the water's high
Don't need to swim, I learned to fly, so high, so high
You find the truth in a child's eyes
When the only limit is the sky
Living proof I see myself in you

When walls start to close in
Your heart is frozen over
Just show 'em what you're made of
When sun light is fading
The world will be waiting for you
Just show 'em what you're made of

The gloves are off, Ready to fight
Like a lion I will survive. Will I? Will I?
You gotta stand for something
Even if you stand alone, don't be afraid
It's gonna be all right
You find the truth in a child's eyes
When the only limit is the sky
Living proof I see myself in you

When walls start to close in
Your heart is frozen over
Just show 'em what you're made of
When sun light is fading
The world will be waiting for you
Just show 'em what you're made of
Just show 'em what you're made of
Just show 'em what you're made of

You find the truth in a child's eyes
When the only limit is the sky
Living proof I see myself in you

When walls start to close in
Your heart is frozen over
Just show 'em what you're made of
When sun light is fading
The world will be waiting for you
Just show 'em what you're made of
Oh, oh, oh...
Just show 'em what you're made of
Just show 'em what you're made of",5.5,2.9,91.7,81.23
90,90,In a World Like This,Studio albums,2013-07-30 00:00:00,Make Believe,04:46:00,"We can only make believe 
We can only make believe

Something that you said got into my head 
Here I am falling from the edge 
Waiting for the day I can run away with you, with you 

Like angels on fire we burn the sky 
One kiss and we say goodbye

If we could only make believe 
You and me together 
We can be king and queen 
Rule another world forever 
We'd set our course to live or die 
Across the universe I'll be by your side 
If we could only believe

We can only make believe 
We can only make believe

Catch another breath, I got nothing left 
This love I have is pulling me to death 
Waiting for the night I can feel alive with you...

Like angels on fire we burn the sky 
One kiss and we say goodbye

If we could only make believe 
You and me together 
We can be king and queen 
Rule another world forever 
We'd set our course to live or die 
Across the universe I'll be by your side 
If we could only believe

If we close our eyes 
Let our hearts collide 
Leave the world outside 
Leave it all behind 
If we close our eyes 
Let our hearts collide 
Leave the world outside 
Leave it all behind 

Leave the world outside 
Leave it all behind

If we could only make believe 
You and me together 
We can be king and queen 
Rule another world forever 
We'd set our course to live or die 
Across the universe I'll be by your side 
If we could only believe (x2)

If we close our eyes 
(If we could only make believe) 
Let our hearts collide 
(If we could only make believe) 
Leave the world outside 
(If we could only make believe) 
Leave it all behind 
(If we could only make believe) 
If we close our eyes 
(If we could only make believe) 
Let our hearts collide 
(If we could only make believe) 
Leave the world outside 
(If we could only make believe) 
Leave it all behind 
(If we could only make believe)",4.9,10.5,84.7,-84.02
91,91,In a World Like This,Studio albums,2013-07-30 00:00:00,Try,03:22:00,"Uh, uh I know that you're hurting now
Seems like there's just no way how
Feels like it's all gone wrong
You keep on sipping till you can't go on!

Don't worry, I'm not by your side
My shoulder is yours if you need to cry
Feel the times when life is just too much
I know you want to, but don't give up!

Try, baby try
Give me a moment of your time
Oh no, don't, don't close your eyes
I know you're hurt now
We can work it out
If we just try, if you just try!

It's always been just me and you
You know I've been down there, too!
Always when I needed you
You were strong!
Let me hold you, baby
When hope is gone!

Try, baby try
Give me a moment of your time
Oh no, don't, don't close your eyes
I know you're hurt now
We can work it out
If we just try, if you just try!

Holding on, holding on
We used to know how to!
Oh, oh, oh if the nights are so long
It's my favorite time if we just

Try, baby try
Give me a moment of your time
Oh no, don't, don't close your eyes
I know you're hurt now
We can work it out
If we just try, if you just try!",7.5,12.4,80.1,-92.26
92,92,In a World Like This,Studio albums,2013-07-30 00:00:00,Trust Me,03:47:00,"Let me tell you about this girl I know
First glance and damn she stole my heart
She amazes me

The way she moves, just the way she moves
Hold me back just the way she moves
Take me to the Disco
Make me dance

Oh Honey spinnin round' like a Queen
And the way you do your thing
Oh you're mesmerizing me
Oh Imma tell you how I feel
And the feeling is so real
Baby
It's so simple

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

Our love, you and me
Underneath the willow tree
Kissing, loving, making sweet sexy baby
The grass is greener on the other side
There's no other side when it's you and I
Tonight, Lets count the stars

Yeah, oh Time will always be Our enemy
For tonight baby, Come lie here next to me
I can never get enough of your blue eyes
Just another butterfly sigh

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, Whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

Oh lets believe that well find out
How it feels with something so right
Don't you think it's time
To let your guard down

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, Whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, Whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

Trust me",32,5.1,62.9,99.93
93,93,In a World Like This,Studio albums,2013-07-30 00:00:00,Love Somebody,03:25:00,"Love
Is it too much to ask for
One minute to breath
Cause you take my breath away
Like I'd never sink

You're the reason why cave men drew on the walls
The reason why after every summer we fall

You're the reason I never wanna sleep at night
Cause nothing that I could dream
It's better the you by my side

You know that I love somebody, love somebody
You know that I love somebody, love somebody
You know that I, 
I'm so in love I can die right now and be fine, I need you tonight
You know that I love somebody, love somebody
You know that I love somebody, love somebody

When you wake up with no make up
You try hiding your face,
You know that I, and it's so cute,
You don't even know
How beautiful you are in me

You're the reason why cave men drew on the wall
It's the reason why after every summer we fall
And the way that you look in those purple jeans
It's the sexiest thing I ever see

You know that I love somebody, love somebody
You know that I love somebody, love somebody
You know that I 
I'm so in love I can die right now and be fine I need you tonight
You know that I love somebody, love somebody
You know that I

When the games on
You wear the jersey of my favorite team
I yell at the TV...
You're not even mad of me
You know I love you baby

I love somebody, love somebody
I know, I love somebody, love somebody
You know that I love somebody, love somebody
You know that I, I'm so in love
I can die right now and be fine, I need you tonight
You know that I love somebody, love somebody
You know that I'm gonna love you, gonna love you, gonna love girl 
Love somebody, love somebody",37.1,4.2,58.7,99.93
94,94,In a World Like This,Studio albums,2013-07-30 00:00:00,One Phone Call,03:51:00,"Hard to believe it
It's almost a year since
I got to hold you, head on my shoulder
Dodging the daylight, taking the blame I
It's all I got left, so lately I've spent

Every single night like its 25 to life
And this sentence I've been living is alone and unforgiven
And I'm guilty as charged 'cause I went and broke your heart
But even I've got rights, you're always gonna be my

Always be my one phone call
All I want, all I need is one phone call
I'm gonna leave my message at the tone
Begging pretty baby please come home
'Cause you're my one
Always be my one phone call

First time it rings
I can't help but think of the first time I saw you
That moment I knew
Holding the phone tight, I hear the tone twice
If you just pick up, swear I can fix us

Every single night feels like 25 to life
And this sentence I've been living is alone and unforgiven
And I'm guilty as charged 'cause I went and broke your heart
But even I've got rights, your always gonna be my

Always be my one phone call
All I want, all I need is one phone call
I'm gonna leave my message at the tone
Begging pretty baby please come home
'Cause you're my one
Always be my one phone call

So let me make my case
That way you won't erase the message
That I'm leaving for you now
But if you do at least you knew

'Cause you're my one
Always be my one phone call
All I want, all I need is one phone call

I'm gonna leave my message at the tone
Begging pretty baby please come home
'Cause you're my one
Always be my one phone call

You'll always be my one
You'll always be my one
'Cause you're my one
Always be my one phone call
You'll always be my one phone call",9.7,8.8,81.6,85.05
95,95,In a World Like This,Studio albums,2013-07-30 00:00:00,Feels Like Home,03:26:00,"Been down the back roads
Where the girls are homegrown
That southern dame's so
Sexy how they talk slow
And something happens in the woods of Kentucky
Drinking moonshine, bon fire, pour the gasoline

Farther south
Where the sweet tequila flows
Tiny clothes, Yo te amo, México
Señoritas, we are sippin' margaritas on the beach
They got something you can't teach

I've been all around, all round the world
Every single part, every part of the world
Touching down in Rio, Monaco, LA, Tokyo,
But it all just feels like home
And it all still feels like home
Yeah, it all just feels like home
Yeah, it all still feels like home

Rock out in Bangkok, where the partys don't stop
Eyes open, blood shot
Seeing things I'd never thought
Sweatin' in the heat
God, I love the way they speak
Burning up the streets, dancing like a freak

I've been all around, all round the world
Every single part, every part of the world
Touching down in Rio, Monaco, LA, Tokyo,
But it all just feels like home
And it all still feels like home
Yeah, it all just feels like home
Yeah, it all still feels like home

So many things to see
So many eyes to meet
I couldn't count them all if I had eternity
So I just want you to know
Everywhere that I go
You take a piece of me

Beijing, Stockholm, Buenos Aires, to tango
Moscow, Cape Town, showed us how to get down
London, Berlin, this is where it all began
San Juan, Sydney, can't forget the NYC

I've been all around, all round the world
Every single part, every part of the world
Touching down in Rio, Monaco, LA, Tokyo,
But it all just feels like home
And it all still feels like home
Yeah, it all just feels like home
Yeah, it all still feels like home",21.4,1.5,77.1,99.69
96,96,In a World Like This,Studio albums,2013-07-30 00:00:00,Soldier,03:52:00,"Wanna be there just in time,
Wanna be your shining knight,
Protect you like a soldier.

I wanna be the first in line,
Be the one to save your life
All I wanna do is hold you.

But somebody shot you down,
Right in the middle of a war outside
Words mean so little,
When you've heard those lies,
You need someone to make you believe,
Make you believe, oh, oh.

I will be your soldier,
I, I'll stay and fight it 'til it's over, oh
And if your heart is getting colder
You know I will always be your soldier.
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier

You don't have to hide your scars
I'll be there when you fall apart
And fix you like a soldier, oh
You don't have to go too far
Baby, just lay down your arms,
Now that battle is over.

Somebody shot you down,
Right in the middle of a war outside
Words mean so little,
When you've heard those lies,
You need someone to make you believe,
Make you believe, oh oh.

I will be your soldier,
I, I'll stay and fight it 'til it's over, oh
And if your heart is getting colder
You know I will always be your soldier.
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier.

Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier.

Somebody shot you down,
Right in the middle of a war outside
Words mean so little,
When you heard those lies,
You need someone to make you believe,
Make you believe, oh oh.

I will be your soldier,
I, I'll stay and fight it 'til it's over, oh
And if your heart is getting colder
You know I will always be your soldier.
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier.

Oh oh oh oh oh oh oh 
Oh oh oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier.",2.5,9.5,88,-98.83
97,97,DNA,Studio albums,2019-01-25 00:00:00,"Don't Go Breaking My Heart
",03:35:00,"I got mixed emotions
Did I finally find me a river that could lead me out to the ocean?
'Cause I've only ever known the kind of love that leaves you bodied and broken
So forgive me for my mixed emotions, yeah yeah

I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do
I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got

Am I being too open?
'Cause I told you everything I have to say and now we're having a moment
Does it make you wanna pick up all your things and drive away like it's stolen?
Just forgive me if I'm being too open, no no no no, yeah yeah yeah

I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do (what love's supposed to do)
I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got
Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got

I've been broken, I've been bruised
But now I'm all in 'cause of you
So if you're gonna love me, love me right, yeah
But if you're gonna be someone that hurts somebody just for fun
Then do it to a heart that isn't mine

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
'Cause it's the only one I got
Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
'Cause it's the only one I got
It's the only one, it's the only one I got
'Cause it's the only one I got
Baby don't go...",10.4,3.9,85.7,97.88
98,98,DNA,Studio albums,2019-01-26 00:00:00,Nobody Else,03:38:00,"Just memorizing lines upon your face
I made a map, every photo and the details on the frames
And just last night we spilled red wine, how it stained the floor
And though I know that nothing ever really stays the same, no

Oh, if I could stop the hands of that clock
Never let 'em tick, tick, tick
Wherever I go, yeah, I would still know
Even though it's selfish

I don't wanna share you with no one else, no one else
I can't compare you to no one else, no one else
'Cause people change and memories fade
But could you stay the same, if nothing else?
No, I don't wanna share you with no one else, nobody else

Torn by the way your voice is changing on the phone
All this space in between us makes it hard to feel close to you (Close to you)
And just last night I had some red wine and it brought me back
No matter what I'll remember you forever like that, you know (Like that, you know)

Oh, if I could stop the hands of that clock
And never let 'em tick, tick, tick
Wherever I go, yeah, I would still know
That even though it's selfish, oh

I don't wanna share you with no one else, no one else
I can't compare you to no one else, no one else
'Cause people change and memories fade
But could you stay the same, if nothing else?
No, I don't wanna share you with no one else, nobody else

Nobody, nobody, nobody else
Nobody else
Nobody, nobody, nobody else (No, no)
'Cause people change and memories fade
But could you stay the same, if nothing else? (Nobody, nobody, nobody)
I said people change and memories fade
But could you stay the same, if nothing else? (I know it's selfish)

I don't wanna share you with no one else, no one else (Nobody else)
I can't compare you to no one else, no one else (Can't compare you)
'Cause people change and memories fade
But could you stay the same, if nothing else? (Nobody else)
No, I don't wanna share you with no one else, nobody else",4.6,17.1,78.3,-99.15
99,99,DNA,Studio albums,2019-01-27 00:00:00,Breathe,03:06:00,"We're not over

Roses you left me slowly fading to grey
Your coat on the chair and the scent of your hair I miss
The clock on the wall it reminds me of all the better times
When we walked in the park and we whispered in the dark
And we laughed and cried

And I never knew alone, wherever you are is home

Without your lips on mine, no, the sun doesn't shine
And, no, I can't breathe, I can't breathe
Your words are a symphony, music that sings to me,
No, I can't breathe
I can't Breathe
I can't Breathe

Ooh, I walked by the store where we sat on the floor and we ate like kings
And someone said hey, we're locking the door, no time to play

And I never knew alone, wherever you are is home

Without your lips on mine, no, the sun doesn't shine
And, no, I can't breathe, I can't breathe
Your words are a symphony, music that sings to me,
No, I can't breathe
I can't Breathe
I can't Breathe

We're not over
We're not over

Without your lips on mine, no, the sun doesn't shine
And no, I can't...
You know I can't Breathe

Without your lips on mine, no, the sun doesn't shine
And no, I can't breathe, I can't breathe
Your words are a symphony, music that sings to me no I can't breathe
I can't Breathe
I can't Breathe
(We're not, We're not over)
I can't Breathe
I can't Breathe
(Don't say it's over, don't say it's over)
No",5.9,12.5,81.6,-92.34
100,100,DNA,Studio albums,2019-01-28 00:00:00,New Love,03:00:00,"Oh yeah
Oh, oh, oh yeah
Oh, oh, oh, oh yeah

Who are you, the sex police?
My sex ain't got no rules
Got a million options next to me, yeah
Let me do what I do

And I call it new love, new love, new love
And I call it new love, new love, new love
And I call it new love, new love, new love
Ne-e-e-ew love

Don't say it's the wrong thing
'Cause it don't feel like the wrong thing (Oh yeah)
I stay on my own thing
That night bein' a long thing

And I call it new love
Oh, oh, oh yeah
Oh, oh, oh, oh yeah
Oh, oh, oh yeah
Oh, oh, oh, oh yeah

I want all of you all over me (Ah, ah)
In any dark room, ooh, ooh
And I don't wanna know your name (No)
Just let me do what I do, ooh yeah, baby (Oh)

And I call it new love (New love), new love (New love), new love
And I call it new love (New love), new love (New love), new love (New love)
And I call it new love (New love), new love (New love), new love (New love)
Ne-e-e-ew love

Don't say it's the wrong thing (Don't say it's the wrong thing)
'Cause it don't feel like the wrong thing (Don't feel like the wrong thing, oh yeah)
I stay on my own thing (I stay on my own thing)
That night bein' a long thing (Ah, ah, ah)

It's only love, it ain't official
No expectations, only here and now
Baby, we're in this thing together
You and I don't feel like the wrong thing, yeah (Oh yeah)

Don't say it's the wrong thing (Don't say it's the wrong thing)
(Oh, oh, oh yeah)
'Cause it don't feel like the wrong thing (Don't feel like the wrong thing)
(Oh, oh, oh, oh yeah)
I stay on my own thing (I stay on my own thing)
(Oh, oh, oh yeah)
That night bein' a long thing, yeah (At night, bein' the long)
(Give it up now, oh, oh, oh, oh yeah)

And I call it new love, new love, new love (New love)
(Oh, oh, oh yeah)
And I call it new love, new love, new love (New love)
(Oh, oh, oh, oh yeah)
And I call it new love, new love, new love (New love)
(Oh, oh, oh yeah)
'Cause it don't feel like the wrong thing
(Oh, oh, oh, oh yeah)",29.4,9.6,61,99.89
101,101,DNA,Studio albums,2019-01-29 00:00:00,Passionate,03:43:00,"I'm the type of person to get carried away
Been this way since I came out of the womb
A bit obsessive, got that all for me, yeah
Yeah, and God knows I do not like to lose

And I want your love, I want your love
I'ma do whatever it takes
And I want your love, I want your love
I know I come on hard, there's no need to be alarmed
It's just I'm...

Passionate
I can't help it, I need to get my hands on all of it
Need to get my hands on all of it, all, a-all
I'm passionate
I can't help it, I need to get my hands on all of it
Need to get my hands on all of it, all, a-all

I never listen to the voice in my head
You know, it's like I got no brakes in my car (I never listen to it)
I'm on a mission, gonna sleep when I'm dead
And it's impossible to stop when I start

And I want your love (I want your love), I want your love
I'ma do whatever it takes (Oh, oh, oh)
And I want your love (I want your love), I want your love
I know I come on hard, there's no need to be alarmed
It's just I'm...

Passionate
I can't help it, I need to get my hands on all of it
Need to get my hands on all of it, all, a-all (Oh)
I'm passionate
I can't help it, I need to get my hands on all of it
Need to get my hands on all of it, all, a-all

Oh, I'm so passionate

All I want is everything
Too much adrenaline
And all I'll do is anything
But like a gentleman
Singin', all I want is everything
Too much adrenaline
And all I'll do is anything
But like a gentleman

Passionate
I can't help it, I need to get my hands on all of it
Need to get my hands on all of it, all, a-all
I'm passionate
I can't help it, I need to get my hands on all of it (Oh, oh, oh)
Need to get my hands on all of it, all, a-all (Ooh)

Yeah
No, no
No, no, no, I'm so passionate, oh
To the beat now, to the beat now

Passionate
I can't help it, I need to get my hands on all of it
(La la la la la la la)
Need to get my hands on all of it, all, a-all
(I'm so passionate, yeah)
I'm passionate
I can't help it, I need to get my hands on all of it
(Come on, yeah, yeah yeah)
Need to get my hands on all of it, all, a-all
(I'm so passionate)",17,11.4,71.7,97.47
102,102,DNA,Studio albums,2019-01-30 00:00:00,Is It Just Me,03:37:00,"Used to heatin' up in the shower, at it for hours
Now you're always in a rush
I could be paranoid, but I swear, it's up in the air
Are you fallin' out of love?
The more I think about how we were, the more that I'm sure
Sure it wasn't what it was, yeah
We used to be, used to be better (Used to be better)
We used to talk about growing old, now I don't know
If we gon' make it through the month
Don't wanna make it real if it's not, I wish I could stop
With over-overthinking us, yeah
Feelin' like there's nowhere to go, it's taking a toll
I don't wanna give you up
But we used to be, used to be better

Is it just me or did our talks get a little bit shorter?
Is it just me or did the nights get a little bit colder?
When that argument got vulgar
When it should've just blown over
It was nothing, nothing

Is it just, just me? (Ooh)
Is it just, just me? (Ooh)

It's 2 A.M., you're not even home, I'm here alone
Callin', but your phone is off
You go and blame it all on your friends, not that again
Need to know what's going on, 'cause
The more I think about how we were, the more that I'm sure
Sure I'm not the only one, yeah
We used to be, used to be better

Never forget, night that we met, you had another one
You did it then, you'd do it again, now I'm the other one

Is it just me or did our talks get a little bit shorter?
Is it just me or did the nights get a little bit colder?
When that argument got vulgar
When it should've just blown over
It was nothing, nothing

Is it just, just me? (Ooh)
Is it just, just me? (Ooh)

Never forget, night that we met, you had another one
You did it then, you'd do it again, now I'm the other one
Never forget, night that we met, you had another one
You did it then, you'd do it again, now I'm the other one

Is it just me or (Just me, baby)
Did our talks get a little bit shorter?
Is it just me or (Just me, baby)
Did the night get a little bit colder?
When that argument got vulgar
When it should've just blown over
It was nothing, nothing (Oh)

Is it just, just me?
(Oh, is it just me?)
Oh, is it just, just me?
(I been standin', waitin', gazin' up)
Is it just, just me?
(You know, you know, you know, you know that)
Is it just, just me?
(I been waiting for you, baby, until now)

Is it just me? Is it, is it?
Is it just me? Is it, is it?",11.1,4.1,84.8,98.91
103,103,DNA,Studio albums,2019-01-31 00:00:00,Chances,02:52:00,"What if I never run into you?
What if you never smiled at me?
What if I had noticed you too?
And you never showed up where I happened to be

What's a girl like you doing in a place like this?
On a quiet night, what are the odds?
What's a guy like me doing in a place like this?
I could have just walked by, who would have thought?

What are the chances that we'd end up dancing?
Like 2 in a million, like once in a life
I could have found you, put my arms around you
Like 2 in a million, like once in a life
What are the chances?

What if I hadn't asked for your name?
And time hadn't stopped when you said it to me? Oh
Of all of the plans that I could have made
Of all of the nights that I couldn't sleep, oh

What's a girl like you doing in a place like this?
On a crowded room, what are the odds?
What's a guy like me doing in a place like this?
Getting close to you, but here we are?

What are the chances that we'd end up dancing?
Like 2 in a million, like once in a life
That I could have found you, put my arms around you
Like 2 in a million, like once in a life
What are the chances?

Is it love? Is it fate?
Who am I? Who's to say?
Don't know exactly what it means (Ooh, oh, yeah)
Is it love? Is it fate?
Where it leads, who can say?
Maybe you and I were meant to be

What, what
What are the chances that we'd end up dancing?
2 in a million, once in a life
That I could have found you, put my arms around you (My arms around you)
Like 2 in a million (It's like 2 in a million), like once in a life, yeah (Whoa)
What are the chances? (What are the chances?)
2 in a million, once in a life
What are the chances? (What are the chances?)
2 in a million, once in a life",20.7,0.5,78.7,99.6
